YYYY-MM,Rep. index (%),SLE (m a.s.l.),Err. index (%),Snow cover (%),Snow covered below - north (%),Snow covered below - south (%),Snow free above - north (%),Snow free above - south (%),Mean snow depth (cm),Mean SWE (mm)
2016-10,99.87094155222464,2469,3.18200137292147,6.194422530464687,,,,,,
2016-11,99.84509156639425,2078,4.653184143810172,12.772382258101578,,,,,,
2016-12,100.0,2165,3.4042739121943,11.12736575240692,,,,,,
2017-01,100.0,1902,11.155049651120933,16.69794195816515,,,,,,
2017-02,100.0,1778,10.31137648302326,20.168350426237545,,,,,,
2017-03,100.0,1716,8.140619135882844,22.196904129104404,,,,,,
2017-04,89.86948629376307,1952,5.785179915901379,15.424399322921852,,,,,,
2017-05,51.16688750852092,2077,3.9141809192637926,12.790764470247623,,,,,,
2017-06,99.19865043925827,2474,4.938704178506598,6.121085163257021,,,,,,
2017-07,98.98265944654223,2849,1.4691618644733113,2.028553702866859,,,,,,
2017-08,99.98640482226698,2963,1.2263489384272483,1.212268594756474,,,,,,
2017-09,96.92174539104327,2739,1.960998355174976,2.986152066849978,,,,,,
2017-10,100.0,2871,1.494411137322784,1.86617749557678,,,,,0.11549729853868484,0.1675097495317459
2017-11,100.0,2073,9.936973426214566,12.869846278750929,,,,,8.482807159423828,16.975414276123047
2017-12,100.0,1588,12.031199975490384,26.743246451850094,,,,,23.48770523071289,50.82685089111328
2018-01,100.0,1553,11.840487396695798,28.013725385069048,,,,,34.01671600341797,93.54651641845703
2018-02,100.0,1555,10.696758603258246,27.944983570897897,,,,,30.370729446411133,100.29695129394531
2018-03,92.38325380473495,1359,12.350685694809323,35.7409563345869,,,,,33.202880859375,113.3652114868164
2018-04,100.0,1707,6.188899968214092,22.507103959068942,,,,,23.823440551757812,90.02680969238281
2018-05,50.677652591508945,1738,0.6245207580173251,21.46391341978079,,,,,6.2741618156433105,27.11012077331543
2018-06,93.77168526589104,2336,3.767583016750791,8.241741408230634,,,,,0.9855180382728577,4.828812122344971
2018-07,99.22009635342867,2749,2.156594786153599,2.8892624903301902,,,,,,
2018-08,99.85504859797337,2868,1.5930950140164366,1.890687111771509,,,,,,
2018-09,100.0,2889,1.380600231883947,1.7392253429431452,,,,,,
2018-10,100.0,2727,3.1771440887784252,3.1012323741392915,,,,,1.8691496849060059,2.85567307472229
2018-11,99.95653372752966,1975,5.721491055904902,14.906442199431682,,,,,14.086943626403809,36.20976257324219
2018-12,100.0,1784,7.937337480181678,19.98357089789447,,,,,13.89439868927002,42.570613861083984
2019-01,100.0,1960,7.766400140547329,15.241726089720514,,,,,12.376606941223145,42.031227111816406
2019-02,100.0,1561,15.788081816162562,27.727843689922715,,,,,24.91985321044922,70.05414581298828
2019-03,100.0,1883,8.463932567918445,17.181815396634523,,,,,14.534879684448242,56.811153411865234
2019-04,100.0,1821,6.026357172126439,18.86340484524475,,,,,21.517906188964844,70.58660125732422
2019-05,95.3782140149049,1866,4.035810128981856,17.640413293403086,,,,,17.264404296875,68.78724670410156
2019-06,99.93910892226621,2270,3.543919604629254,9.263677514724918,,,,,5.920906066894531,28.078279495239258
2019-07,100.0,2664,2.5622022464595093,3.746907575769181,,,,,,
2019-08,92.04165102902093,2772,1.4828529025704462,2.673654460367185,,,,,,
2019-09,99.63771723562166,2781,2.0418423907215786,2.585573027167378,,,,,,
2019-10,100.0,2726,2.8212872000444236,3.1096575547062293,,,,,0.662226140499115,1.3506181240081787
2019-11,92.90446611162598,1398,13.230549800476407,34.05132466816278,,,,,33.70537185668945,71.11332702636719
2019-12,99.95174669311663,1720,7.969028605402839,22.060760870397743,,,,,48.46070098876953,145.9394989013672
2020-01,100.0,1761,8.368208634278231,20.725178269161542,,,,,44.68123245239258,159.1122589111328
2020-02,100.0,1784,6.875892303214588,19.98357089789447,,,,,38.091304779052734,154.98974609375
2020-03,99.88568561821677,1605,10.111265040862126,26.12591049394536,,,,,40.03076934814453,158.4871826171875
2020-04,100.0,1870,7.472137784254104,17.53969408935287,,,,,23.668397903442383,107.81121826171875
2020-05,99.76313753724313,2085,5.698109265017885,12.62934566984015,,,,,9.452930450439453,44.68360900878906
2020-06,91.126370049249,2125,2.317529856733634,11.875100527722674,,,,,5.250802040100098,23.92104721069336
2020-07,99.70282090363891,2684,2.457594295003868,3.531491027182696,,,,,,
2020-08,99.47151140080116,2856,1.5293071222455403,1.9755133615704537,,,,,,
2020-09,100.0,2868,1.5822980972495615,1.890687111771509,,,,,,
2020-10,99.9281944838045,2116,5.233172616631307,12.042646732178829,,,,,5.854069709777832,11.943351745605469
2020-11,100.0,2212,5.654061846569802,10.263784744295771,,,,,5.372234344482422,16.642353057861328
2020-12,100.0,1776,12.006653977834116,20.23326261287827,,,,,50.0251350402832,116.71866607666016
2021-01,98.87657876394942,1151,23.943986910333102,45.769410467137966,,,,,68.7425537109375,190.90675354003906
2021-02,100.0,1418,15.205884126959813,33.21397660863504,,,,,65.97325134277344,219.40858459472656
2021-03,100.0,1647,9.133295451934345,24.62661131578343,,,,,37.624149322509766,163.5215301513672
2021-04,100.0,1735,8.098875238394314,21.562526328689273,,,,,22.857200622558594,104.56551361083984
2021-05,94.2716431399882,1940,5.109712605601979,15.735365078392475,,,,,16.56486701965332,75.15052032470703
2021-06,96.61920481613959,2266,3.3265400129058444,9.328206738612604,,,,,6.8279876708984375,33.811378479003906
2021-07,96.30804757929243,2702,1.7455429717718158,3.3507326077465702,,,,,,
2021-08,99.79205122509785,2873,1.3604058280229165,1.8500930599489893,,,,,,
2021-09,99.70588460566326,2839,1.5000685144300367,2.1137629154188464,,,,,,
2021-10,100.0,2503,5.110442628349967,5.741952037744809,,,,,0.6026542782783508,1.3636523485183716
2021-11,100.0,1876,7.993484367460421,17.376551956556703,,,,,13.005900382995605,27.069976806640625
2021-12,99.99961703724696,1529,17.74074857729337,28.875008616661944,,,,,18.861547470092773,47.58466720581055
2022-01,100.0,1841,8.411346994891279,18.309640704345096,,,,,14.540630340576172,45.11844253540039
2022-02,100.0,1848,10.453796501252288,18.117393402317692,,,,,13.796548843383789,45.550018310546875
2022-03,100.0,2005,9.48331718507058,14.253490705493984,,,,,8.519609451293945,36.174373626708984
2022-04,100.0,1959,8.554382147042377,15.263554966643945,,,,,6.956615447998047,24.371356964111328
2022-05,98.12826954450409,2150,5.361444075949173,11.41018374552891,,,,,3.0477097034454346,13.451038360595703
2022-06,99.89966375870283,2676,3.5394138084879865,3.6144024632164276,,,,,0.47432422637939453,2.6612191200256348
2022-07,99.82326268947082,2928,1.3755555353436326,1.4583221635863695,,,,,,
2022-08,99.73116014736406,2966,1.2600814944738474,1.1935034198573846,,,,,,
2022-09,99.99961703724696,2916,1.5243539777383752,1.5458291526566126,,,,,,
2022-10,100.0,2780,2.1396416234557027,2.595530058746486,,,,,,
2022-11,99.68290684048068,2034,10.50780142998292,13.654345478358776,,,,,,
2022-12,100.0,1653,10.33787319720284,24.42440698217691,,,,,,
2023-01,100.0,1558,15.483927531958244,27.836605111786827,,,,,,
2023-02,100.0,1756,8.011780891690474,20.88142707240294,,,,,,
2023-03,99.98468148987828,1938,8.146823132482133,15.786107643170624,,,,,,
2023-04,99.95327854412879,1999,7.036618419742497,14.382549153269352,,,,,,
2023-05,93.65143496143565,1994,2.8218407008984303,14.487289466226516,,,,,,
2023-06,97.74932790036841,2397,3.445633291143603,7.272271198903195,,,,,,
