YYYY-MM,Rep. index (%),SLE (m a.s.l.),Err. index (%),Snow cover (%),Snow covered below - north (%),Snow covered below - south (%),Snow free above - north (%),Snow free above - south (%),Mean snow depth (cm),Mean SWE (mm)
2016-10,96.71862081840568,2281,7.727868275889659,7.357850240472233,,,,,,
2016-11,99.99955550419159,2178,8.899812033835019,9.977041791495907,,,,,,
2016-12,99.98699849760416,1805,7.131684661338644,20.619938303981794,,,,,,
2017-01,99.99366593473023,1563,11.817198876314597,27.96989874385484,,,,,,
2017-02,97.63717140647363,1103,20.005120591712817,43.80272831527199,,,,,,
2017-03,100.0,1640,8.603468067421124,25.59006818565701,,,,,,
2017-04,100.0,1887,7.476400050672523,18.301670415247983,,,,,,
2017-05,97.57716447233904,2116,7.454032743783727,11.714909278405504,,,,,,
2017-06,98.3306959915368,2520,3.079343613039729,2.5892992079084696,,,,,,
2017-07,99.91010072275019,2905,0.1556742997940873,0.08112048503382613,,,,,,
2017-08,100.0,3089,0.01431202981111845,0.00722305688657356,,,,,,
2017-09,99.97433036706464,3009,0.04449970599033111,0.022224790420226338,,,,,,
2017-10,100.0,2688,1.5891814165192424,0.8134273293802838,,,,,0.0,0.0
2017-11,100.0,2057,12.561515441784385,13.406438077288932,,,,,5.853386402130127,12.226970672607422
2017-12,100.0,831,42.63701361046166,57.18294113986505,,,,,22.924089431762695,50.37541198730469
2018-01,100.0,1231,20.601028341052746,38.99995110546108,,,,,28.961668014526367,78.70904541015625
2018-02,99.92510245628384,996,32.79710322081662,48.41826166579249,,,,,34.16118240356445,105.18467712402344
2018-03,98.51349489274315,925,16.09305908682781,51.94544702943451,,,,,56.7081184387207,168.91082763671875
2018-04,99.90298878981572,1500,9.183940699814201,29.942460017602034,,,,,35.479923248291016,135.87808227539062
2018-05,89.0508458755234,1886,8.013199303030571,18.328562411656456,,,,,7.594048023223877,34.24362564086914
2018-06,93.84162169850738,2404,4.598405399068336,4.653093246330687,,,,,0.33218780159950256,1.6565409898757935
2018-07,99.84687119400463,2732,0.8854505826228808,0.5445073652955452,,,,,,
2018-08,99.95521704730325,2936,0.09890620780762445,0.052561629343835285,,,,,,
2018-09,100.0,3057,0.02314016529410065,0.011890262874821091,,,,,,
2018-10,100.0,2378,6.913121349578173,5.191266546356467,,,,,0.9486007690429688,1.3848577737808228
2018-11,87.61390205090366,1423,9.69421133108715,32.47052992790278,,,,,13.802542686462402,30.32959747314453
2018-12,100.0,1746,10.033345519926748,22.381141820832628,,,,,17.2808895111084,47.486515045166016
2019-01,100.0,1801,11.889616689039622,20.7385075608737,,,,,14.221345901489258,47.73140335083008
2019-02,100.0,1042,35.569592486242854,46.35068941299883,,,,,22.694398880004883,67.02979278564453
2019-03,100.0,1942,10.925454719211999,16.769937859485985,,,,,6.92592191696167,33.23138427734375
2019-04,100.0,1778,7.091442233324739,21.410474099229244,,,,,7.743017673492432,28.137426376342773
2019-05,99.73285801914888,1935,6.140147861530665,16.95395912416546,,,,,3.8496694564819336,18.709104537963867
2019-06,99.71530043471691,2529,2.8326808042262663,2.453172366584583,,,,,0.34708452224731445,1.8513364791870117
2019-07,99.97588610239406,2844,0.29949236842368454,0.1717976299483496,,,,,,
2019-08,99.93354787664353,2952,0.08118694236611786,0.04200485389422778,,,,,,
2019-09,100.0,2952,0.08326534659977375,0.04200485389422778,,,,,,
2019-10,95.56504307164383,2518,3.8257462529003354,2.620858410305191,,,,,0.08620496094226837,0.16313640773296356
2019-11,99.92976966227208,1756,10.778503293713941,22.075328704650314,,,,,19.059667587280273,35.269744873046875
